3500,3850,57,0,"Film & Video",40.65,-73.95
700,705.01,14,0,"Music",33.5706,-117.731
3500,5420,93,5,"Music",42.3584,-71.0598
15000,16638.11,256,48,"Games",37.7749,-122.419
28542,170,2,0,"Art",42.2249,-121.782
7000,0,0,0,"Theater",33.4942,-111.926
1000,1145,40,2,"Music",40.8259,-74.209
1970,3062,68,1,"Publishing",35.687,-105.938
3500,3800,102,9,"Art",32.2217,-110.926
3000,5,1,0,"Film & Video",32.7153,-117.157
15000,15056.15,168,12,"Music",42.3726,-71.1096
1500,2177.69,59,1,"Music",34.0522,-118.244
11000,11141,164,4,"Music",42.3584,-71.0598
9999,66,3,1,"Publishing",34.0522,-118.244
3000,3000,43,0,"Art",0,0
300,610,13,0,"Theater",38.647,-90.225
4000,5051,75,0,"Film & Video",40.65,-73.95
1500,1530,18,0,"Film & Video",39.1361,-84.5031
10000,1275,10,2,"Music",33.8847,-118.411
4000,4060,29,0,"Film & Video",34.0522,-118.244
3800,3800,45,0,"Music",33.7456,-117.868
4000,420,5,0,"Publishing",30.3079,-104.019
851.66,45.02,3,0,"Music",41.0389,-73.6136
500,160,6,0,"Art",39.9612,-82.9988
1200,230,5,0,"Publishing",34.736,-80.0881
1500,303,12,1,"Photography",39.7684,-86.158
2500,2536,41,7,"Publishing",36.0626,-94.1574
2100,2567.37,30,3,"Film & Video",40.65,-73.95
1500,2030,39,3,"Art",42.869,-76.9777
800,920,22,1,"Theater",36.0626,-94.1574
200,202,15,0,"Publishing",38.2542,-85.7594
1500,3636,48,12,"Film & Video",34.0522,-118.244
2000,2500,49,0,"Art",41.3082,-72.9282
350,355,6,0,"Music",39.9523,-75.1638
1600,1635,5,1,"Music",36.0626,-94.1574
12000,3090,140,13,"Design",37.8044,-122.271
6000,6000,40,1,"Publishing",39.0837,-84.5086
1200,30,2,0,"Games",39.1361,-84.5031
5000,6235,103,6,"Theater",40.7143,-74.006
50000,67605.77,374,3,"Theater",40.7143,-74.006
500,690,18,0,"Music",40.7282,-74.0776
500,920,25,0,"Film & Video",32.5297,-97.2869
5000,5307,61,1,"Film & Video",40.7143,-74.006
250,575,24,0,"Publishing",38.9284,-77.056
35000,50,2,0,"Publishing",39.9612,-82.9988
20000,14063,141,17,"Music",36.1659,-86.7844
3000,4097,58,2,"Music",37.5351,-77.5855
1000,25,1,0,"Theater",38.9284,-77.056
2500,685,11,0,"Music",40.7834,-73.9662
5000,396,10,0,"Publishing",40.9407,-73.9968
20000,3570,11,1,"Photography",40.7143,-74.006
17950,3758,30,0,"Art",33.037,-117.292
2000,1310,12,2,"Games",33.6603,-117.999
20000,250,11,0,"Games",42.4906,-71.2767
30000,34002,371,34,"Food",33.2148,-97.1331
1100,0,0,0,"Games",39.7589,-84.1916
3000,3955.17,94,2,"Art",40.65,-73.95
10000,15381,187,41,"Games",40.4198,-79.8501
2500,0,0,0,"Publishing",37.9639,-122.339
1500,695,14,0,"Publishing",40.7143,-74.006
2000,8016,217,40,"Games",33.7092,-117.954
1000,640,15,0,"Film & Video",40.8298,-74.2401
6000,5,1,0,"Publishing",42.0987,-75.918
3650,748,15,0,"Food",39.2014,-85.9214
3000,3873.99,167,16,"Games",44.9442,-93.0861
1200,1111.28,25,0,"Film & Video",42.0411,-87.6901
5000,7030,75,1,"Design",25.7743,-80.1937
10000,20220,379,51,"Games",33.5443,-84.2338
2500,2984,25,31,"Games",37.6922,-97.3375
7500,3173,40,7,"Games",39.0437,-77.4875
15000,555,7,0,"Art",32.7254,-97.3208
10000,2236.44,60,0,"Fashion",55.9502,-3.18754
3000,10072,73,0,"Art",30.3322,-81.6556
10000,435,10,0,"Music",28.5383,-81.3792
1000,40,2,0,"Fashion",51.5586,-0.197855
6500,6585,71,1,"Music",42.3584,-71.0598
5500,5750,118,0,"Dance",37.7749,-122.419
3000,46,3,0,"Music",40.7143,-74.006
2000,3440,80,2,"Music",-7.79722,110.369
750,750.66,13,1,"Film & Video",47.6062,-122.332
5000,5706,66,4,"Music",36.1659,-86.7844
3000,3417.09,114,12,"Art",34.0522,-118.244
2554.1,3565,77,4,"Film & Video",38.88,-77.1068
4015,4108,31,0,"Music",45.5235,-122.676
750,1139.18,24,1,"Film & Video",41.824,-71.4128
2100,2250,37,5,"Art",34.0522,-118.244
1760,2232.11,36,0,"Music",39.1836,-96.5717
4000,6547.81,440,31,"Games",32.0835,-81.0998
700,765,11,0,"Theater",40.7143,-74.006
1000,1305,39,1,"Art",39.0997,-94.5786
10000,10571,79,3,"Art",37.7749,-122.419
2000,2175,19,1,"Theater",33.427,-117.612
6000,6700.01,107,6,"Photography",-18.4545,-70.2902
1250,1600.12,34,0,"Music",40.65,-73.95
2000,1564,66,1,"Photography",51.5586,-0.197855
3000,8375,185,18,"Games",33.4484,-112.074
3000,24521,219,82,"Games",35.9606,-83.9207
30000,11261.87,243,6,"Film & Video",38.647,-90.225
2500,5110,127,19,"Games",38.7785,-90.6053
2000,680,11,0,"Music",37.2153,-93.2982
15000,3810,54,0,"Film & Video",40.7143,-74.006
20000,1219,12,2,"Film & Video",34.0522,-118.244
5000,2427,19,1,"Film & Video",41.2815,-73.4982
8000,960,18,0,"Publishing",44.98,-93.2638
700,0,0,0,"Publishing",29.1872,-82.1401
150000,2315,10,0,"Art",41.1397,-112.05
21500,375,4,0,"Film & Video",0,0
5000,475,7,0,"Music",40.65,-73.95
400,125,2,0,"Film & Video",41.2098,-74.6077
2500,316,9,0,"Music",39.0997,-94.5786
63000,15895,20,0,"Film & Video",34.0522,-118.244
300,421,16,0,"Music",35.994,-78.8986
1000,1423,12,0,"Comics",37.7749,-122.419
400,420,10,0,"Publishing",36.1659,-86.7844
3250,3486,84,0,"Theater",30.2672,-97.7431
2000,2000,39,4,"Music",32.6099,-85.4808
250000,429715.49,6971,1070,"Games",33.1959,-117.379
7000,7161.31,113,5,"Film & Video",40.7143,-74.006
750,1903,60,0,"Theater",28.5383,-81.3792
15000,15220,47,4,"Music",40.6461,-111.498
2000,2050,34,0,"Film & Video",0,0
2500,2630,46,2,"Film & Video",40.7143,-74.006
7500,7600,73,0,"Music",36.1659,-86.7844
3500,500,1,0,"Photography",22.1638,113.555
31000,259293.65,3156,2414,"Technology",34.0522,-118.244
6000,6000,84,3,"Theater",37.7749,-122.419
5000,5795,98,2,"Film & Video",34.0522,-118.244
20000,22157,165,18,"Music",40.65,-73.95
12000,12115,71,2,"Film & Video",40.65,-73.95
2000,2225,40,1,"Publishing",37.7749,-122.419
4000,4071,36,2,"Publishing",34.0522,-118.244
6000,6820,79,6,"Art",40.7143,-74.006
5000,6665,81,1,"Film & Video",34.0522,-118.244
1000,1216.01,34,2,"Music",44.98,-93.2638
125000,300,4,0,"Film & Video",34.0522,-118.244
15900,113,6,0,"Food",45.4207,-122.671
4000,20560.41,517,130,"Publishing",47.6062,-122.332
3000,3175,47,0,"Publishing",40.2875,-74.1728
2000,2223,73,0,"Music",25.7743,-80.1937
2900,3447,67,1,"Music",41.85,-87.6501
2200,2260,31,0,"Art",42.9634,-85.6681
5000,5035,49,2,"Theater",40.7143,-74.006
3000,3705,58,0,"Film & Video",0,0
150,155,2,0,"Comics",38.0757,-102.692
1000,460,13,0,"Music",38.9907,-77.0261
10000,3145,57,0,"Music",30.2672,-97.7431
25000,360,7,0,"Music",29.7629,-95.3831
8500,8600,79,0,"Music",40.65,-73.95
1115,145,4,0,"Film & Video",40.7143,-74.006
7000,7910,70,2,"Music",34.09,-117.89
25000,0,0,0,"Music",35.9251,-86.8689
12500,4045.01,48,0,"Food",35.6009,-82.554
1800,3569,61,1,"Music",40.7143,-74.006
10000,10625,121,14,"Music",34.0522,-118.244
1000,1016,20,1,"Theater",44.0886,-87.6576
100,300,4,1,"Film & Video",34.0522,-118.244
3000,0,0,0,"Music",0,0
3500,0,0,0,"Film & Video",0,0
26000,415,8,0,"Theater",40.7143,-74.006
5000,0,0,0,"Film & Video",34.0522,-118.244
5000,225,4,0,"Film & Video",29.9647,-90.0706
11111.11,238,16,3,"Games",55.7558,37.6176
800,90,2,0,"Comics",29.7629,-95.3831
5000,515,10,0,"Publishing",40.4148,-74.2296
1200,130,7,0,"Film & Video",0,0
25000,0,0,0,"Film & Video",0,0
2000,2000,21,1,"Photography",0,0
600,645,20,1,"Publishing",47.6062,-122.332
7500,8830,118,0,"Publishing",30.2094,-95.7508
1700,1810,41,12,"Photography",0,0
1000,1325,23,0,"Film & Video",38.5029,-122.47
650,1030,40,3,"Fashion",37.9577,-121.291
1000,1685,28,3,"Art",39.0278,-94.6558
15000,16067,178,7,"Photography",28.2636,83.9724
550,566,15,0,"Art",37.7749,-122.419
2000,2275,23,2,"Technology",0,0
30000,31101,239,55,"Film & Video",40.7143,-74.006
5000,5841,31,0,"Technology",41.8,-72.8597
1000,1175,35,0,"Publishing",40.4198,-79.8501
2000,105,3,0,"Music",32.5252,-93.7502
200,870,36,0,"Technology",30.2672,-97.7431
2500,45,3,0,"Publishing",33.3393,-84.6485
5000,5555.01,114,0,"Theater",40.65,-73.95
500,1366,21,0,"Art",39.9523,-75.1638
7500,21,2,0,"Publishing",32.803,-96.7699
25000,38743.84,467,3,"Music",40.7275,-73.9858
17000,350,7,1,"Publishing",25.7743,-80.1937
50000,60,2,0,"Technology",32.7153,-117.157
1000,1050,18,0,"Film & Video",42.3584,-71.0598
2650,2670,30,0,"Theater",41.85,-87.6501
10000,10400,102,5,"Film & Video",40.7143,-74.006
1600,1885.01,43,3,"Music",41.85,-87.6501
1500,3738,47,0,"Art",39.9523,-75.1638
2100,2480,47,3,"Art",40.7143,-74.006
20000,20972.32,122,4,"Film & Video",30.2672,-97.7431
25000,46719.88,962,95,"Games",37.3688,-122.036
5000,5872.28,145,4,"Technology",42.869,-76.9777
5000,8359,104,9,"Film & Video",40.7143,-74.006
2000,3053,43,0,"Photography",38.0692,-117.231
8000,8052,96,1,"Music",40.65,-73.95
11500,2702,46,3,"Games",47.6062,-122.332
5000,0,0,0,"Film & Video",33.4484,-112.074
5500,0,0,0,"Design",33.4942,-111.926
5000,825,12,0,"Music",44.1845,-69.0761
20000,21842.22,244,4,"Film & Video",40.7143,-74.006
5775,350,11,0,"Comics",33.749,-84.388
5000,3135,43,0,"Music",36.1659,-86.7844
6000,941,24,0,"Games",32.5252,-93.7502
9800,5737.42,158,16,"Comics",39.7392,-104.985
2000,2000,9,0,"Art",40.7143,-74.006
2000,9429.28,543,70,"Comics",40.7143,-74.006
2000,2021,46,0,"Theater",40.7143,-74.006
1500,1867.73,40,13,"Music",35.2443,-75.5975
2500,2645,48,5,"Film & Video",32.0662,34.7778
4000,4597.11,77,2,"Film & Video",34.0522,-118.244
7500,7906,95,0,"Art",38.9284,-77.056
10000,10079,91,2,"Film & Video",40.7143,-74.006
5000,11577.47,874,75,"Games",44.4759,-73.2121
8000,41,4,1,"Fashion",28.5383,-81.3792
5000,5195,86,4,"Art",40.7143,-74.006
280200,4026,100,29,"Games",40.015,-105.271
1300,4800.54,103,4,"Music",43.1548,-77.6156
10000,13037.73,125,0,"Photography",-22.4576,-68.9304
40000,80,3,6,"Games",26.6253,-81.6248
7500,120,3,0,"Publishing",39.6068,-75.8333
540,877,140,19,"Games",34.0522,-118.244
20000,605,19,0,"Film & Video",61.2181,-149.9
500,303,7,1,"Film & Video",34.0522,-118.244
2000,1407,23,2,"Games",40.3162,-74.5138
3000,518,13,0,"Photography",40.65,-73.95
3000,170,3,0,"Film & Video",36.6844,-121.802
3000,11,3,0,"Games",33.4484,-112.074
1200,310,6,0,"Theater",40.7143,-74.006
1875,2023,42,0,"Theater",41.824,-71.4128
10000,10236,84,0,"Film & Video",34.0522,-118.244
2000,3,3,0,"Music",36.3302,-119.292
300,410,13,0,"Art",37.7749,-122.419
3000,3000,40,0,"Film & Video",34.0522,-118.244
20000,540,10,1,"Art",42.3876,-71.0995
1500,0,0,0,"Publishing",35.9606,-83.9207
4500,6388,143,0,"Publishing",44.98,-93.2638
200,41,2,1,"Music",33.749,-84.388
3000,0,0,0,"Film & Video",33.2076,-92.6663
2000,1090,29,10,"Publishing",39.9523,-75.1638
5000,5015,49,2,"Music",33.9558,-83.3824
3000,3204,36,2,"Games",33.9558,-83.3824
4000,4160,111,1,"Music",40.65,-73.95
7000,10450,161,13,"Comics",40.4842,-88.9937
500,525,25,1,"Music",33.9558,-83.3824
3400,3880,85,11,"Food",34.0522,-118.244
7500,7903,144,5,"Music",33.9558,-83.3824
10000,10835,107,4,"Fashion",40.65,-73.95
1000,1135,39,4,"Theater",43.0718,-70.7626
7000,7470,125,0,"Theater",47.6062,-122.332
1000,1024.99,25,0,"Music",41.85,-87.6501
50000,55237,667,11,"Photography",34.0522,-118.244
20000,29569.61,747,1,"Publishing",37.8044,-122.271
4000,4467,93,0,"Music",34.0007,-81.0348
1250,1535,24,1,"Film & Video",0,0
15000,19055,163,2,"Music",33.749,-84.388
7500,11650,104,10,"Music",33.749,-84.388
5000,5000,55,2,"Publishing",37.7749,-122.419
5000,15273,223,30,"Film & Video",34.0522,-118.244
6500,8087,89,11,"Film & Video",33.749,-84.388
1000,1000,21,1,"Music",40.65,-73.95
3000,3025,54,0,"Music",38.4405,-122.714
7000,8845,172,5,"Food",33.749,-84.388
2000,2128,20,0,"Publishing",40.8051,-81.9351
2500,2548.31,26,0,"Theater",27.9494,-82.4651
900,1240,38,2,"Art",34.0522,-118.244
15000,17100,128,2,"Food",37.8044,-122.271
12000,16635,81,1,"Film & Video",34.8958,-117.017
3200,3995,47,6,"Film & Video",39.9523,-75.1638
1500,1873,53,3,"Music",41.6639,-83.5552
250,562,22,0,"Publishing",42.3584,-71.0598
5560,6430,93,16,"Food",38.2546,-76.9636
12000,4053,60,4,"Music",41.5734,-87.7845
1900,3751,170,17,"Technology",43.4898,-71.5823
26700,271,5,0,"Art",40.7834,-73.9662
3000,1,1,0,"Games",37.7749,-122.419
7000,7215,49,2,"Film & Video",44.8781,-72.6023
3000,3002,14,2,"Film & Video",32.7153,-117.157
11000,11436.99,57,4,"Music",41.85,-87.6501
20500,49411.27,715,94,"Comics",33.8883,-118.309
3500,3912,65,1,"Music",41.85,-87.6501
2000,2030,19,0,"Comics",44.98,-93.2638
1500,1555,19,1,"Art",42.3314,-83.0458
2000,4023,63,10,"Film & Video",34.0522,-118.244
3750,3831,37,0,"Theater",34.0522,-118.244
1500,1520,38,2,"Art",40.77,-119.199
7000,8421.23,81,15,"Photography",43.732,-71.5884
10000,11723.24,220,0,"Art",40.7143,-74.006
2600,0,0,0,"Publishing",25.7743,-80.1937
500,175,7,0,"Publishing",37.7749,-122.419
1500,635,9,1,"Photography",37.3688,-122.036
1000,170,8,1,"Photography",38.0317,-84.4951
900000,0,0,0,"Dance",34.0522,-118.244
1500,50,1,0,"Art",38.0317,-84.4951
1000,0,0,0,"Photography",29.4439,-96.9411
5000,250,7,0,"Music",40.7159,-73.9868
8000,0,0,0,"Film & Video",40.7143,-74.006
3500,4350,66,4,"Film & Video",34.0522,-118.244
5000,6489,40,1,"Film & Video",42.0776,-73.9529
1000,1300,20,0,"Film & Video",33.2148,-97.1331
5000,5414.75,50,0,"Film & Video",37.3541,-121.955
1500,1710,30,2,"Theater",40.6084,-75.4902
15000,16450,145,51,"Film & Video",43.6137,-116.238
8888,10108,157,13,"Design",37.9871,-122.589
8000,8275,73,5,"Film & Video",40.7143,-74.006
1000,1150,28,0,"Film & Video",34.0522,-118.244
5000,5158,27,2,"Photography",43.0731,-89.4012
4800,6235,98,1,"Film & Video",42.3584,-71.0598
20000,3771,30,0,"Theater",40.7143,-74.006
30000,8350,51,0,"Film & Video",37.7749,-122.419
10000,7434,147,3,"Music",39.9523,-75.1638
4500,3510,126,6,"Comics",37.2153,-93.2982
15000,10914.75,186,29,"Film & Video",35.2271,-80.8431
15000,4300,71,3,"Design",48.1391,11.5802
10000,10893,118,1,"Film & Video",34.0522,-118.244
35000,3255,37,0,"Film & Video",34.0522,-118.244
5000,5835,56,9,"Comics",42.3584,-71.0598
5000,5495.5,76,11,"Publishing",41.254,-95.9993
2500,3321,90,6,"Publishing",40.0379,-76.3055
7500,8950,73,22,"Film & Video",41.85,-87.6501
5000,5026,26,2,"Music",43.0125,-83.6875
400,865,32,0,"Art",40.7162,-73.8501
13600,13776,100,2,"Film & Video",34.0522,-118.244
1500,4685,45,2,"Music",31.6035,-94.6555
1000,1259.23,43,2,"Theater",40.7834,-73.9662
2800,3309,96,9,"Music",44.98,-93.2638
25000,25494,369,23,"Food",37.8044,-122.271
5000,5384,104,13,"Music",39.6895,-84.1688
3400,3430,26,6,"Music",41.2835,-70.0995
10000,10656.21,122,9,"Food",29.9647,-90.0706
12000,12120.03,137,14,"Music",36.1659,-86.7844
6000,6027,31,0,"Photography",37.3852,-122.114
4000,4195.83,89,4,"Music",43.134,-70.9264
3000,4005,18,6,"Music",30.2672,-97.7431
350,631.01,14,0,"Art",44.98,-93.2638
2200,2220,34,0,"Music",34.02,-117.95
28499.99,30695.11,47,4,"Film & Video",34.0522,-118.244
4000,4256.01,63,9,"Music",45.1769,0.72046
5000,1422,32,2,"Music",33.749,-84.388
7500,560,6,0,"Fashion",42.3584,-71.0598
23500,9038,55,0,"Film & Video",34.0522,-118.244
1000,517,18,0,"Music",41.5791,-81.2085
6000,6773,73,0,"Film & Video",34.0522,-118.244
15000,210,8,1,"Design",38.8339,-104.821
450,160,6,1,"Photography",53.4456,-2.22245
12000,13152.11,77,25,"Fashion",21.3069,-157.858
1362,280,4,1,"Art",38.647,-90.225
4000,4430,64,3,"Dance",40.7143,-74.006
2500,2595,5,0,"Design",31.7361,-97.1548
3550,3668,38,1,"Art",-34.6406,-58.4926
30000,132,3,0,"Games",33.4484,-112.074
7500,300,2,0,"Music",43.2165,-123.342
5000,2036,45,4,"Comics",39.8912,-74.9218
18500,7194,116,3,"Film & Video",38.647,-90.225
2750,9,4,0,"Games",40.8456,-74.6953
2750,1007,20,0,"Comics",35.994,-78.8986
1000,753,13,0,"Film & Video",32.0835,-81.0998
2750,1483.08,20,0,"Comics",35.7721,-78.6386
50000,4951,77,5,"Film & Video",0,0
1000,0,0,0,"Music",43.4065,-124.224
8000,140,4,0,"Music",27.8161,-82.8207
20000,755,20,4,"Music",42.8509,-72.5579
3500,1000,10,3,"Film & Video",34.0983,-118.326
500,10,1,1,"Art",42.3584,-71.0598
5000,60,1,0,"Games",39.0639,-108.551
4000,4166,71,1,"Music",33.0198,-96.6989
2000,2132,39,4,"Music",33.6603,-117.999
1200,1246,27,0,"Music",28.5383,-81.3792
3000,4490,88,2,"Music",33.6839,-117.795
1050,1271.5,34,17,"Music",40.1164,-88.2434
3500,3910,32,0,"Music",36.1659,-86.7844
2100,3440,31,2,"Film & Video",34.0522,-118.244
700,779,13,0,"Theater",34.0522,-118.244
5000,5100,93,2,"Film & Video",11.2526,-85.8697
750,845,26,0,"Music",25.7743,-80.1937
1100,1145.11,19,4,"Music",33.749,-84.388
3000,3065,24,0,"Film & Video",39.5349,-119.753
2500,0,0,0,"Comics",32.803,-96.7699
6000,1.03,1,0,"Technology",34.0522,-118.244
2000,100,4,3,"Fashion",39.2904,-76.6122
8000,2797,37,7,"Food",29.7629,-95.3831
975,61.11,3,3,"Photography",32.803,-96.7699
1500,646,12,0,"Dance",26.3587,-80.0831
10000,106,3,0,"Art",40.7143,-74.006
12000,4816,56,1,"Food",47.3293,-122.58
7500,235,5,0,"Film & Video",40.5081,-74.7306
20000,345,6,0,"Fashion",42.2917,-85.5872
10000,101,2,0,"Food",26.3184,-80.0998
1085,425,14,3,"Art",37.8044,-122.271
7000,61,3,0,"Film & Video",30.2672,-97.7431
6000,6155,18,0,"Theater",40.7143,-74.006
1000,10,2,0,"Film & Video",-41.2925,174.773
12000,12356,90,2,"Film & Video",40.65,-73.95
20000,22176.59,452,22,"Food",44.98,-93.2638
850,1155,32,1,"Publishing",46.8083,-100.784
2000,2088,50,3,"Music",40.7996,-73.3013
4800,5553,89,1,"Art",43.1811,-90.8587
7000,7603,113,0,"Art",41.85,-87.6501
12000,13282.33,325,54,"Photography",40.65,-73.95
700,1005,35,3,"Film & Video",32.2217,-110.926
350,30,2,0,"Film & Video",43.0125,-83.6875
5000,935,21,0,"Film & Video",33.7092,-117.954
15000,915,11,0,"Film & Video",34.0522,-118.244
10000,8111.99,140,1,"Theater",34.0522,-118.244
2500,820,16,0,"Theater",41.6167,-70.4369
1000,1098.5,18,0,"Photography",44.5646,-123.262
1000,1000,18,0,"Music",30.2672,-97.7431
12000,13150,247,6,"Food",40.65,-73.95
4000,4268.34,60,1,"Film & Video",42.3584,-71.0598
3000,3141,72,5,"Comics",40.4198,-79.8501
2000,2172,62,2,"Music",37.7749,-122.419
7000,7400.5,76,14,"Games",38.8048,-77.0469
7000,9700,122,14,"Publishing",36.6103,-88.3148
800,815,13,5,"Food",40.9222,-98.3581
1500,1700,52,1,"Theater",42.3584,-71.0598
1000,3065,51,9,"Food",42.3584,-71.0598
750,850,25,2,"Publishing",44.252,-85.4012
5000,51,3,0,"Publishing",34.54,-112.469
10000,25,1,0,"Theater",40.7357,-74.1724
1000,0,0,0,"Games",55.5413,-4.65995
500,563,14,0,"Publishing",52.5234,13.4114
5000,5020,55,6,"Film & Video",44.98,-93.2638
2500,2850,71,5,"Film & Video",49.2485,-123.109
3750,4429.5,146,37,"Games",40.8335,-73.5005
4500,4602.42,115,0,"Comics",40.4409,-74.2468
4000,4001,41,7,"Film & Video",33.4484,-112.074
6500,2595,75,1,"Design",32.803,-96.7699
30000,200,2,0,"Food",33.1581,-117.351
2000,2709,37,0,"Music",42.3584,-71.0598
1000,0,0,0,"Publishing",39.9523,-75.1638
3500,65,2,0,"Film & Video",33.7456,-117.868
30000,30,2,1,"Publishing",26.5253,-80.0664
2000,2241,39,0,"Art",29.7629,-95.3831
3500,3730,26,0,"Music",42.1136,-87.7322
4000,4775.31,78,9,"Film & Video",40.4198,-79.8501
26000,1535,33,0,"Film & Video",34.0522,-118.244
700,10,1,0,"Music",40.8501,-73.8662
8500,2090,29,2,"Music",34.0522,-118.244
5000,146,7,1,"Comics",33.5387,-112.186
35000,22775,94,9,"Theater",34.0522,-118.244
90000,250,3,0,"Art",40.7498,-73.7976
6000,3191,21,0,"Music",34.0522,-118.244
2000,360,13,1,"Publishing",39.2904,-76.6122
5500,345,4,0,"Art",33.4484,-112.074
10000,942,12,1,"Film & Video",37.8044,-122.271
3300,495,11,0,"Film & Video",34.0522,-118.244
2000,20,3,0,"Film & Video",46.8739,-96.7672
65000,36839,219,6,"Design",32.0662,34.7778
1500,435,22,7,"Food",44.2795,-73.9799
5000,0,0,0,"Film & Video",39.9523,-75.1638
8500,1385,9,2,"Fashion",37.7749,-122.419
7500,606,8,0,"Music",30.2672,-97.7431
3000,145,3,0,"Fashion",44.9442,-93.0861
2500,0,0,0,"Art",38.9284,-77.056
200,341,37,0,"Publishing",45.5235,-122.676
200,462,10,0,"Publishing",43.1548,-77.6156
6000,9055,55,1,"Publishing",33.749,-84.388
300,302,15,8,"Fashion",34.5361,-117.291
2500,2500,38,0,"Theater",33.7739,-117.941
20000,0,0,0,"Art",37.7249,-122.156
75000,82227,582,18,"Film & Video",37.8716,-122.273
3000,3711,47,3,"Photography",40.65,-73.95
4000,4813.13,132,32,"Art",39.084,-77.1528
2000,2279,64,8,"Art",40.65,-73.95
4000,4072,35,0,"Film & Video",44.98,-93.2638
8000,2095,17,0,"Film & Video",34.0522,-118.244
10000,1661.41,26,0,"Film & Video",37.3394,-121.895
5000,990,8,0,"Film & Video",32.3123,-106.778
1000,160,6,0,"Art",41.167,-73.2048
35000,2606,50,3,"Film & Video",39.7392,-104.985
6000,635,11,2,"Publishing",40.7143,-74.006
15000,2290,59,1,"Technology",37.7749,-122.419
6000,200,6,0,"Theater",41.85,-87.6501
8000,0,0,0,"Theater",0,0
67890,1001,14,0,"Music",35.9251,-86.8689
15000,80,4,0,"Film & Video",42.6261,-83.0335
88000,1149,12,2,"Design",45.5871,-122.4
3500,0,0,0,"Comics",32.7153,-117.157
1000,20,1,1,"Film & Video",41.85,-87.6501
32500,590,10,0,"Design",39.7392,-104.985
35000,0,0,0,"Fashion",42.3536,-89.0307
17000,510,9,1,"Design",37.5483,-121.989
10000,3372,52,6,"Design",29.7629,-95.3831
51500,551,10,0,"Design",41.6611,-91.5302
1850,428,14,2,"Design",40.7143,-74.006
200000,301,2,0,"Food",34.3932,-109.839
4500,10,1,0,"Film & Video",41.975,-72.5494
30000,215,3,1,"Fashion",37.7749,-122.419
89072,89143,118,19,"Design",40.015,-105.271
3500,5949.84,160,9,"Publishing",40.7143,-74.006
6000,9263.71,266,5,"Publishing",37.7749,-122.419
2500,2869,41,1,"Film & Video",40.7996,-73.3013
3750,4005,98,0,"Fashion",39.8468,-75.7116
1000,1040,26,4,"Publishing",34.0007,-81.0348
1500,1684.99,21,2,"Theater",34.0522,-118.244
5500,6056,117,16,"Publishing",33.749,-84.388
2000,2010,16,1,"Publishing",30.3322,-81.6556
500,525,12,2,"Publishing",29.5427,-90.3381
10000,11115.25,182,12,"Film & Video",40.7143,-74.006
4995,5344.55,74,3,"Music",32.7153,-117.157
7000,7352,27,2,"Film & Video",49.2485,-123.109
6000,6025.11,102,23,"Music",34.0522,-118.244
1200,1476,25,0,"Dance",41.85,-87.6501
20000,20372,118,19,"Film & Video",34.0522,-118.244
500,535,15,0,"Music",34.0522,-118.244
500,500,12,2,"Film & Video",38.0049,-121.806
200,305,9,0,"Film & Video",36.0726,-79.792
5900,6060,52,0,"Film & Video",40.7143,-74.006
1500,1571,60,2,"Music",40.4198,-79.8501
2000,2010,48,0,"Publishing",40.7608,-111.891
1500,1520,42,3,"Publishing",40.9793,-75.143
1500,1545,25,0,"Dance",40.65,-73.95
2500,58,6,0,"Games",37.0953,-113.578
25000,3000,17,0,"Food",44.9429,-123.035
2000,5240,91,3,"Comics",28.5383,-81.3792
5000,6501,151,12,"Film & Video",41.9268,-73.9126
3500,4135,43,2,"Dance",34.0522,-118.244
300,424,16,0,"Photography",40.4198,-79.8501
150,650,7,0,"Photography",40.4198,-79.8501
600,805,18,5,"Art",35.4909,112.852
5000,8285,145,4,"Technology",29.9647,-90.0706
571,666,20,1,"Photography",40.4198,-79.8501
300,489,17,3,"Music",36.1659,-86.7844
1500,1776,41,8,"Art",51.3397,12.3714
330,390,18,4,"Art",32.0835,-81.0998
1500,1670,45,0,"Dance",30.2672,-97.7431
3000,5517,84,17,"Fashion",40.7608,-111.891
5000,5470,124,12,"Games",47.0379,-122.901
900,1180,39,1,"Publishing",47.6062,-122.332
4000,4029.73,67,0,"Dance",38.9284,-77.056
400,2078,77,14,"Comics",47.6062,-122.332
2000,2042,52,3,"Art",39.0997,-94.5786
7500,7805,118,5,"Photography",55.6033,13.0013
6200,15492,131,3,"Design",45.5235,-122.676
1500,2100,90,8,"Music",32.803,-96.7699
9000,15,2,0,"Theater",34.1722,-118.378
5000,1565,26,0,"Art",30.2672,-97.7431
12000,4038.85,94,11,"Technology",52.8997,13.5167
360,360,11,0,"Art",35.2828,-120.66
32500,57160,212,89,"Film & Video",0,0
7500,13165,121,5,"Film & Video",0,0
20000,20870,243,6,"Film & Video",39.2904,-76.6122
3000,3081.41,18,2,"Film & Video",30.2672,-97.7431
1500,4933.84,59,1,"Publishing",39.2806,-80.3445
4000,4085,23,0,"Film & Video",34.5285,69.1717
15000,16837,142,18,"Photography",40.7143,-74.006
10000,10650,138,2,"Photography",34.0522,-118.244
8200,9000,77,2,"Art",42.3667,-72.5167
3000,7450,41,0,"Theater",40.7143,-74.006
300,405,16,0,"Art",34.0522,-118.244
3500,2351,14,1,"Music",33.4484,-112.074
10000,209,3,0,"Design",32.7153,-117.157
